2024-07-16,207,3,3,1,0,0
2024-07-16,189,2,3,0,0,0
2024-07-16,215,3,6,0,0,0
2024-07-16,203,1,2,0,0,0
2024-07-16,181,5,4,1,0,0
2024-07-16,77,2,3,0,1,0
2024-07-16,682,8,11,1,0,0
2024-07-16,113,4,1,0,1,0
2024-07-16,104,4,0,0,1,0
2024-07-16,105,3,1,1,0,0
2024-07-16,51,3,1,1,1,0
2024-07-16,7634,58,34,1,0,5
2024-07-16,134,5,3,1,0,0
2024-07-16,191,1,3,0,1,1
2024-07-16,143,3,0,0,0,0
2024-07-16,263,0,0,0,0,0
2024-07-16,1360,2,5,0,0,0
2024-07-16,801,0,6,0,0,0
2024-07-16,332,2,5,0,1,0
2024-07-16,970,5,10,1,0,5
2024-07-15,45,0,0,0,1,0
2024-07-15,227,0,2,0,0,0
2024-07-15,139,1,2,0,1,0
2024-07-15,103,4,2,0,1,0
2024-07-15,103,4,2,0,1,0
2024-07-15,594,6,16,1,1,0
2024-07-15,1497,-42,1,0,1,0
2024-07-15,262,0,1,0,1,0
2024-07-15,605,0,6,1,0,0
2024-07-15,133,1,2,0,2,0
2024-07-15,229,1,11,2,0,4
2024-07-15,236,1,9,0,0,0
2024-07-15,142,0,0,0,0,0
2024-07-15,688,1,12,0,1,1
2024-07-15,191,0,5,0,1,0
2024-07-15,488,3,9,0,1,1
2024-07-15,250,4,2,0,1,0
2024-07-15,228,3,0,1,0,0
2024-07-15,683,2,3,0,0,0
2024-07-15,52,0,0,0,1,0
2024-07-15,158,4,2,0,1,0
2024-07-15,821,3,2,0,1,0
2024-07-15,91873,235,123,1,0,2
2024-07-15,251,1,2,0,0,0
2024-07-15,154,0,0,0,0,0
2024-07-14,2371,-53,11,1,0,0
2024-07-14,1917,0,4,1,0,0
2024-07-14,1980,4,8,1,1,0
2024-07-14,654,3,1,0,1,0
2024-07-14,27,0,0,1,0,0
2024-07-14,241,0,4,1,0,0
2024-07-14,241,0,4,1,0,0
2024-07-14,912,0,4,1,1,0
2024-07-14,1244,1,2,0,1,0
2024-07-14,846,-6,1,0,5,0
2024-07-14,1384,3,10,0,1,1
2024-07-14,415,2,0,0,1,0
2024-07-14,69,0,0,0,1,0
2024-07-14,40,1,1,0,1,0
2024-07-14,77,1,0,0,1,0
2024-07-14,215,0,3,0,1,0
2024-07-13,53,0,0,1,0,0
2024-07-13,701,1,1,0,1,0
2024-07-13,397,0,11,0,1,0
2024-07-13,635,0,0,0,0,0
2024-07-13,263,0,4,0,1,0
2024-07-13,121,0,4,0,0,0
2024-07-13,500,0,4,1,0,0
2024-07-13,102,0,4,0,0,0
2024-07-13,355,0,5,0,0,1
2024-07-13,1828,0,7,1,0,0
2024-07-13,250,2,2,0,1,1
2024-07-13,244,1,0,0,1,0
2024-07-13,501,5,5,0,1,0
2024-07-13,224,1,2,0,1,0
2024-07-13,126,2,3,0,1,0
2024-07-13,389,3,0,1,0,0
2024-07-13,380,0,1,0,1,0
2024-07-13,736,-51,11,0,1,0
2024-07-13,4189,20,19,0,0,0
2024-07-13,255,0,6,0,0,0
2024-07-13,1119,0,2,1,1,0
2024-07-13,6315,20,7,0,0,0
2024-07-13,909,0,6,0,0,2
2024-07-13,235,4,7,0,1,0
2024-07-13,326,3,3,0,1,0
2024-07-13,249,2,0,1,0,0
2024-07-13,1409,1,3,1,0,0
2024-07-13,207,0,0,1,0,0
2024-07-13,2083,1,6,1,0,0
2024-07-13,179,5,2,0,3,0
2024-07-13,281,2,1,0,0,0
2024-07-13,615,0,3,1,0,3
2024-07-13,216,2,0,0,0,0
2024-07-13,460,3,1,0,1,0
2024-07-13,209,3,0,1,0,0
2024-07-13,68,0,0,0,1,0
2024-07-13,240,66,77,0,1,0
2024-07-12,954,0,7,0,1,1
2024-07-12,236,0,14,0,0,0
2024-07-12,235,2,24,0,0,1
2024-07-12,216,3,1,0,1,0
2024-07-12,1751,9,14,0,1,0
2024-07-12,189,1,1,0,1,0
2024-07-12,119,2,0,0,1,0
2024-07-12,1697,9,11,0,1,0
2024-07-12,470,2,2,0,1,0
2024-07-12,23,2,0,1,1,0
2024-07-12,23,2,0,1,1,0
2024-07-12,554,0,6,1,0,0
2024-07-12,691,11,5,0,1,2
2024-07-12,1189,2,4,0,2,0
2024-07-12,1811,5,5,0,0,0
2024-07-12,216,4,10,0,1,0
2024-07-12,1386,5,11,1,0,0
2024-07-12,220,0,0,0,4,0
2024-07-12,1025,5,10,0,1,0
2024-07-12,202,1,2,0,2,1
2024-07-12,233,0,0,0,2,0
2024-07-12,209,1,4,0,1,0
2024-07-12,2034,4,13,0,1,2
2024-07-12,128,0,0,0,1,0
2024-07-12,128,0,0,0,1,0
2024-07-12,533,0,7,0,0,0
2024-07-12,69,0,0,1,0,0
2024-07-12,79,1,0,1,0,0
2024-07-12,202,1,0,0,1,0
2024-07-12,207,0,1,0,1,0
2024-07-12,1195,4,2,0,2,0
2024-07-12,156,0,0,0,1,0
2024-07-12,271,5,5,0,1,0
2024-07-12,235,0,0,0,1,0
2024-07-12,202,2,10,0,1,0
2024-07-12,577,0,1,1,1,0
2024-07-12,1241,1,17,0,0,1
2024-07-12,227,0,2,1,0,0
2024-07-12,248,1,29,0,1,6
2024-07-12,562,6,2,0,1,0
2024-07-12,778,1,5,1,0,0
2024-07-11,265,3,4,0,1,1
2024-07-11,1030,16,15,0,2,0
2024-07-11,203,1,2,1,0,0
2024-07-11,251,0,0,0,1,0
2024-07-11,256,0,1,1,0,0
2024-07-11,251,0,1,1,0,0
2024-07-11,267,0,6,1,1,2
2024-07-11,1450,-20,7,0,1,0
2024-07-11,262,0,6,1,0,0
2024-07-11,58,0,0,1,0,0
2024-07-11,26,0,0,0,1,0
2024-07-11,458,2,6,1,0,1
2024-07-11,447,5,13,0,1,0
2024-07-11,131,0,0,1,0,0
2024-07-11,1548,1,11,0,1,0
2024-07-11,285,0,12,1,0,0
2024-07-11,2542,5,6,1,1,0
2024-07-11,230,0,1,1,1,0
2024-07-11,224,0,2,0,0,0
2024-07-11,548,4,6,0,1,2
2024-07-11,225,2,1,0,1,0
2024-07-11,1897,2,0,0,4,0
2024-07-11,1897,2,0,0,4,0
2024-07-11,1197,6,23,0,1,3
2024-07-11,1856,5,7,0,2,2
2024-07-11,1856,5,7,0,2,2
2024-07-11,1986,4,17,0,0,0
2024-07-11,1614,0,7,0,1,0
2024-07-11,657,0,4,0,1,1
2024-07-11,2680,-64,13,0,1,2
2024-07-11,365,0,14,1,0,1
2024-07-11,749,0,4,0,0,0
2024-07-11,229,0,8,0,1,0
2024-07-11,177,3,1,0,1,0
2024-07-11,3589,0,9,1,0,0
2024-07-11,3231,-4,15,1,0,1
2024-07-11,452,2,5,0,0,0
2024-07-11,21,0,0,0,1,0
2024-07-11,998,0,8,0,0,0
2024-07-11,1186,0,4,0,0,0
2024-07-11,213,0,1,1,0,0
2024-07-11,242,2,0,0,1,0
2024-07-11,225,0,1,0,0,1
2024-07-11,415,2,7,0,1,4
2024-07-11,214,1,5,0,0,0
2024-07-11,412,0,1,0,0,0
2024-07-11,552,7,1,0,1,2
2024-07-11,4599,5,12,1,0,2
2024-07-11,210,2,0,0,1,0
2024-07-11,2227,0,13,0,0,3
2024-07-11,240,7,7,1,1,1
2024-07-11,209,0,0,1,0,0
2024-07-11,204,0,2,1,0,0
2024-07-11,99,1,0,0,0,0
2024-07-11,492,2,1,0,1,0
2024-07-11,1074,1,2,1,0,0
2024-07-11,242,7,9,0,1,0
2024-07-11,223,0,4,0,1,0
2024-07-10,216,0,2,0,0,0
2024-07-10,539,0,12,0,0,1
2024-07-10,502,0,7,0,0,0
2024-07-10,1474,-51,30,0,2,0
2024-07-10,896,-25,10,1,0,0
2024-07-10,82,0,2,0,2,0
2024-07-10,234,3,2,0,0,0
2024-07-10,340,2,2,0,0,1
2024-07-09,147,2,3,0,0,0
2024-07-09,240,1,5,0,0,0
2024-07-09,265,0,3,0,0,0
2024-07-09,229,1,3,0,0,1
2024-07-09,116,0,0,1,1,0
2024-07-09,262,0,0,0,0,0
